"album_release_year";"danceability";"energy";"loudness";"mode";"speechiness";"acousticness";"instrumentalness";"liveness";"valence";"tempo";"duration_ms";"explicit";"track_name";"track_number";"album_name";"key_name";"mode_name";"key_mode";"text"
2012;0,658;0,729;-6,561;1;0,0378;0,00215;0,0013;0,0752;0,668;104,007;230133;FALSE;"22";6;"Red";"G";"major";"G major";"It feels like a perfect night To dress up like hipsters And make fun of our exes It feels like a perfect night For breakfast at midnight To fall in love with strangers Yeah We're happy, free, confused and lonely at the same time It's miserable and magical Oh yeah Tonight's the night when we forget about the deadlines It's time  I don't know about you But I'm feeling 22 Everything will be alright if You keep me next to you You don't know about me But I bet you want to Everything will be alright If we just keep dancing Like we're 22 22  It seems like one of those nights This place is too crowded Too many cool kids It seems like one of those nights We ditch the whole scene And end up dreaming Instead of sleeping Yeah We're happy free confused and lonely in the best way It's miserable and magical Oh yeah Tonight's the night when we forget about the heartbreaks, It's time  I don't know about you But I'm feeling 22 Everything will be alright if You keep me next to you You don't know about me But I bet you want to Everything will be alright If we just keep dancing Like we're 22 22  I don't know about you 22  22  It feels like one of those nights We ditch the whole scene It feels like one of those nights We won't be sleeping It feels like one of those nights You look like bad news  I gotta have you I gotta have you  I don't know about you But I'm feeling 22 Everything will be alright if You keep me next to you You don't know about me But I bet you want to Everything will be alright If we just keep dancing Like we're 22 22  Dancing like 22 22  It feels like one of those nights We ditch the whole scene It feels like one of those nights We won't be sleeping It feels like one of those nights You look like bad news I gotta have you  I gotta have you"
2012;0,567;0,481;-7,357;1;0,027;0,0173;4,13e-05;0,182;0,233;145,865;242573;FALSE;"i almost do";7;"Red";"E";"major";"E major";"I bet this time of night you're still up I bet you're tired from a long, hard week I bet you're sitting in your chair by the window Looking out at the city And I bet sometimes you wonder about me  And I just want to tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that Everytime I don't I almost do, I almost do  I bet you think I either moved on or hate you 'Cause each time you reach out there's no reply I bet it never, ever occurred to you That I can't say hello to you And risk another goodbye  And I just want to tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that Everytime I don't I almost do, I almost do  We made quite a mess, babe It's probably better off this way And I confess, babe That in my dreams you're touching my face And asking me if I want to try again with you And I almost do  And I just want to tell you It takes everything in me not to call you And I wish I could run to you And I hope you know that Everytime I don't I almost do, I almost do  I bet this time of night you're still up I bet you're tired from a long, hard week I bet you're sitting in your chair by the window Looking out at the city And I hope sometimes you wonder about me"
2012;0,628;0,676;-5,911;1;0,0916;0,00957;2,65e-05;0,102;0,75;85,984;191880;FALSE;"we are never ever getting back together";8;"Red";"G";"major";"G major";"I remember when we broke up, the first time Saying this is it I've had enough Because like we hadn't seen each other in a month When you said you needed space, what? Then you come around again and say Baby I miss you and I swear I'm gonna change Trust me Remember how that lasted for a day? I say I hate you, we break up, you call me, I love you You called it off again last night But this time I'm telling you I'm telling you,  We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together Like ever  I'm really gonna miss you picking fights And me falling for a screaming that I'm right And you hide away  And find your piece of mind with some indie record  That's much cooler than mine You called me up again tonight But this time, I'm telling you, I'm telling you  We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together  I used to think that we were forever, ever And I used to say never say never So he calls me and he's like 'I still love you' And I'm just like 'this is exhausting' We are never getting back together Like ever  We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together  We are never ever ever getting back together We are never ever ever getting back together You go talk to your friends talk to my friends talk to me But we are never ever ever ever getting back together"
2012;0,729;0,748;-6,67;1;0,0245;0,307;1,29e-06;0,09;0,928;99,981;204826;FALSE;"stay stay stay";9;"Red";"C";"major";"C major";"I'm pretty sure we almost broke up last night I threw my phone across the room at you I was expecting some dramatic turn away But you stayed  This morning I said we should talk about it Cause I read you should never leave a fight unresolved That's when you came in wearing a football helmet And said okay let's talk And I said  Stay stay stay I've been loving you for quite some time time time You think that it's funny when I'm mad mad mad But I think that it's best if we both stay  Before you I only dated self indulgent takers Who took all of their problems out on me But you carrying my groceries and now I'm always laughing And I love you because you have given me no choice but to  Stay stay stay I've been loving you for quite some time time time You think that it's funny when I'm mad mad mad But I think that it's best if we both stay, stay, stay, stay  You took the time to memorize me My feels my hopes and dreams I just like hanging out with you all the time  All those times that you didn't leave It's been occuring to me I'd like to hang out with you for my whole life  Stay and I'll be loving you for quite some time No one else is gonna love me when I get mad mad mad So I think that it's best if we both stay stay stay stay  Stay stay stay I've been loving you for quite some time time time You think that it's funny when I'm mad mad mad But I think that it's best if we both stay stay stay stay  Stay stay stay I've been loving you for quite some time time time You think that it's funny when I'm mad mad mad But I think that it's best if we both stay"
2012;0,505;0,443;-7,039;1;0,0276;0,035;3,15e-06;0,0921;0,123;94,069;298293;FALSE;"the last time";10;"Red";"D";"major";"D major";"Found myself at your door Just like all those times before I'm not sure how I got there All roads they lead me here  I imagine you are home In your room, all alone And you open your eyes into mine And everything feels better  Right before your eyes I'm breaking and fast No reasons why Just you and me  This is the last time I'm asking you this Put my name on the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye  You find yourself at my door Just like all those times before You wear your best apology But I was there to watch you leave  And all the times I let you in Just for you to go again Disappear when you come back Everything is better  When right before your eyes I'm aching, run fast Nowhere to hide Just you and me  This is the last time I'm asking you this Put my name on the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye, eye, eye  This is the last time you tell me I've got it wrong This is the last time I say it's been you all along This is the last time I let you in my door This is the last time, I won't hurt you anymore  Oh, oh, oh  This is the last time I'm asking you this Put my name on the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye  This is the last time I'm asking you this Put my name on the top of your list This is the last time I'm asking you why You break my heart in the blink of an eye  This is the last time I'm asking you this Time I'm asking you this Time I'm asking you this Time I'm asking you this [x3]"
2012;0,627;0,816;-6,698;1;0,0774;0,0162;0,00208;0,0966;0,648;157,043;201853;FALSE;"holy ground";11;"Red";"E";"major";"E major";"I was reminiscing just the other day While having coffee all alone and Lord, it took me away Back to a first-glance feeling on New York time Back when you fit in my poems Like a perfect rhyme Took off fast through the green light, go Hey, skip the conversation and you already know I left a note on the door with a joke we'd made And that was the first day  And darling, it was good never looking down And right there where we stood was holy ground  Spinning like a girl in a brand new dress We had this big wide city all to ourselves We blocked the noise with the sound of 'I need you' And for the first time I had something to lose Well I guess we fell apart in the usual way And the story's got dust on every page Sometimes I wonder how you think about it now And I see your face in every crowd  Cause darling, it was good never looking down And right there where we stood was holy ground  Tonight I'm gonna dance for all that we've been through But I don't wanna dance if I'm not dancing with you Tonight I'm gonna dance like you were in the next room But I don't wanna dance if I'm not dancing with you  It was good never looking down And right there where we stood was holy ground  Tonight I'm gonna dance for all that we've been through But I don't wanna dance if I'm not dancing with you Tonight I'm gonna dance like you were in the next room But I don't wanna dance if I'm not dancing with you"
2012;0,624;0,34;-12,411;1;0,029;0,632;0,0337;0,121;0,261;129,987;283680;FALSE;"sad beautiful tragic";12;"Red";"G";"major";"G major";"Long handwritten note, deep in your pocket Words, how little they mean, when they're a little too late I stood right by the tracks, your face in a locket Good girls, hopeful they'll be, long we will wait  We had a beautiful magic love there What a sad beautiful tragic love affair  In dreams, I meet you in long conversation We both wake in lonely beds, and different cities And time is taking a sweet time erasing you And you've got your demons And darling they all look like me  Cause we had a beautiful magic love there What a sad beautiful tragic love affair  Distance, tire me, break down, fighting Silence, train runs off his tracks Kiss me, try to fix it, could you just try to listen? Hang up, give up, and for the life of us we can't get back  A beautiful magic love there What a sad beautiful tragic, beautiful tragic, beautiful We had a beautiful magic love there What a sad beautiful tragic love affair We had a beautiful magic love there What a sad beautiful tragic love affair"
2012;0,706;0,499;-7,675;1;0,0369;0,0371;0;0,132;0,545;117,937;240133;FALSE;"the lucky one";13;"Red";"E";"major";"E major";"New in town with a made up name in the angel city Chasing fortune and fame And the camera flashes, make it look like a dream You had it figured out since you were in school Everybody loves pretty, everybody loves cool So overnight you look like a sixties' queen  Another name goes up in lights, like diamonds in the sky  And they'll tell you now, you're the lucky one Yeah, they'll tell you now, you're the lucky one But can you tell me now, you're the lucky one  Now it's big black cars, and riviera views And your lover in the foyer doesn't even know you And your secrets end up splashed on the news front page  And they tell you that you're lucky But you're so confused Cause you don't feel pretty, you just feel used And all the young things line up to take your place  Another name goes up in lights You wonder if you'll make it out alive  And they'll tell you now, you're the lucky one Yeah, they'll tell you now, you're the lucky one Can you tell me now, you're the lucky one, oh, oh, oh  It was a few years later, I showed up here And they still tell the legend of how you disappeared How you took the money and your dignity And got the hell out They say you bought a bunch of land somewhere Chose the rose garden over madison square And it took some time, but I understand it now  'Cause now my name is up in lights But I think you got it right  Let me tell you now, you're the lucky one Let me tell you now, you're the lucky one Let me tell you now, you're the lucky one, oh, oh, oh  And they'll tell you now, you're the lucky one Yeah, they'll tell you now, you're the lucky one And they'll tell you now, you're the lucky one, oh, oh, oh Oh, whoa, oh, oh"
2012;0,624;0,458;-6,755;1;0,0287;0,36;3,89e-06;0,303;0,436;80,017;243933;FALSE;"everything has changed";14;"Red";"F#";"major";"F# major";"All I knew this morning when I woke Is I know something now Know something now I didn't before And all I've seen since 18 hours ago  Is green eyes and freckles and your smile  In the back of my mind making me feel right  I just want to know you better know  You better know you better now I just want to know you better know  You better know you better now I just want to know you better know  You better know you better now I just want to know you know you know you  Cause all I know is we said hello And your eyes look like coming home All I know is a simple name, everything has changed All I know is we held the door You'll be mine and I'll be yours All I know since yesterday is everything has changed  And all my walls stood tall painted blue But I'll take them down Take them down and open up the door for you And all I feel in my stomach  Is butterflies the beautiful kind Making up for lost time, taking flight Making me feel right  I just want to know you better know  You better know you better now I just want to know you better know  You better know you better now I just want to know you better know  You better know you better now I just want to know you know you know you  Cause all I know is we said hello And your eyes look like coming home All I know is a simple name, everything has changed All I know is we held the door You'll be mine and I'll be yours All I know since yesterday is everything has changed  Come back and tell me why I'm feeling like I've missed you all this time And meet me there tonight And let me know that it's not all in my mind  I just want to know you better know  You better know you better now I just want to know you know you know you  Cause all I know is we said hello And your eyes look like coming home All I know is a simple name, everything has changed All I know is we held the door You'll be mine and I'll be yours All I know since yesterday is everything has changed  All I know is we said hello So dust off your highest hopes All I know is pouring rain And everything has changed All I know is a newfound brightness All my days, I'll know your face All I know since yesterday is everything has changed"
2012;0,649;0,777;-5,804;1;0,0406;0,0213;0,000335;0,221;0,587;126,018;217826;FALSE;"starlight";15;"Red";"A";"major";"A major";"I said oh my, what a marvellous tune It was the best night, never would forget how we moved The whole place was dressed to the nines, And we were dancing dancing Like we're made of starlight Like we're made of starlight  I met Bobby on the boardwalk, summer of '45 Picks me up, play one night at the window He was 17 and crazy, running wild, wild Can't remember what song it was playing When we walked in The night we snook into a yacht club party Pretending to be a duchess and a prince  I said oh my, what a marvellous tune It was the best night, never would forget how we moved The whole place was dressed to the nines, And we were dancing dancing Like we're made of starlight, starlight Like we're made of starlight, starlight  He still look at you worrying so much About things you can't change You'll spend your whole life singing the blues If you keep thinking away He was trying to skip rocks on the ocean saying to me Don't you see the starlight, starlight? Don't you dream impossible things?  Like oh my, what a marvellous tune It was the best night, never would forget how we moved The whole place was dressed to the nines, And we were dancing, dancing Like we're made of starlight, starlight Like we're made of starlight, starlight  Ooh ooh he's talking crazy Ooh ooh dancing with me Ooh ooh we could get married Have ten kids and teach them how to dream  Ooh ooh ooh  Oh my, what a marvellous tune It was the best night, never would forget how we moved The whole place was dressed to the nines, And we were dancing, dancing Like we're made of starlight, starlight Like we're made of starlight, starlight Like we're made of starlight, starlight Like we dream impossible dreams Like starlight starlight Like we dream impossible dreams Don't you see the starlight starlight Don't you dream impossible things"
2012;0,53;0,526;-8,349;1;0,0263;0,199;3,52e-06;0,232;0,323;79,025;237613;FALSE;"begin again";16;"Red";"G";"major";"G major";"Took a deep breath in the mirror He didn't like it when I wore high heels But I do Turn the lock and put my headphones on He always said he didn't get this song But I do, I do   Walked in expecting you'd be late But you got here early and you stand and wave I walk to you You pull my chair out and help me in And you don't know how nice that is But I do   And you throw your head back laughing Like a little kid I think it's strange that you think I'm funny cause He never did I've been spending the last 8 months Thinking all love ever does Is break and burn and end But on a Wednesday in a cafe I watched it begin again   You said you never met one girl who Had as many James Taylor records as you But I do We tell stories and you don't know why I'm coming off a little shy But I do   But you throw your head back laughing Like a little kid I think it's strange that you think I'm funny cause He never did I've been spending the last 8 months Thinking all love ever does Is break and burn and end But on a Wednesday in a cafe I watched it begin again   And we walked down the block, to my car And I almost brought him up But you start to talk about the movies That your family watches every single Christmas And I want to talk about that And for the first time What's past is past   Cause you throw your head back laughing Like a little kid I think it's strange that you think I'm funny cause He never did I've been spending the last 8 months Thinking all love ever does Is break and burn and end But on a Wednesday in a cafe I watched it begin again   Then on a Wednesday in a cafe I watched it begin again"
2010;0,624;0,757;-2,94;1;0,0296;0,00265;1,87e-06;0,189;0,658;121,07;230706;FALSE;"mine";1;"Speak Now";"G";"major";"G major";"Oh oh ooo o Oh oh ooo o  You were in college working part time waiting tables Left the small town never looked back I was a flight risk with a fear of fallin Wondering why we bother with love if it never lasts  I say ""Can you believe it?"" As we're lying on the couch The moment I could see it Yes yes I can see it now  Do you remember we were sitting there by the water You put your arm around me for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Flash forward and we're taking on the world together And there is a drawer of my things at your place You learned my secrets and you figure out why I'm guarded You said we'd never make my parents' mistakes  But we got bills to pay We got nothing figured out When it was hard to take Yes, yes This is what I thought about  Do you remember we were sitting there by the water You put your arm around me for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Do you remember all the city lights on the water You saw me start to believe for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Woah oh oo  And I remember that fight, 2:30 A.M As everything was slipping right out of our hands And I ran out crying and you followed me out into the street  Braced myself for the goodbye 'Cause that's all I've ever known Then you took me by surprise You said ""I'll never leave you alone""  You said ""I remember how we felt sitting by the water And every time I look at you it's like the first time I fell in love with a careless man's careful daughter She is the best thing that's ever been mine""  Hold on Make it last Hold on Never turn back  You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Woah oh Yeah yeah... Do you believe it?  Woah oh We're gonna make it now Woah oh  And I can see it yeah yeah And I can see it now, see it now, see it now"
2010;0,605;0,787;-3,002;1;0,0308;0,0396;1,42e-06;0,163;0,374;114,987;260933;FALSE;"sparks fly";2;"Speak Now";"F";"major";"F major";"The way you move is like a fool on rainstorm And I'm a house of cards You're the kinda reckless that should send me running But I kinda know that I won't get far  And you stood there in front of me just Close enough to touch Close enough to hope you couldn't see What I was thinking of  Drop everything now Meet me in the pouring rain Kiss me on the sidewalk Take away the pain  'Cause I see, sparks fly whenever you smile Get me with those green eyes, baby As the lights go down Give me something that'll hunt me when you're not around  'Cause I see, sparks fly whenever you smile  My mind forgets to remind me You're a bad idea You touch me once and it's really something You find I'm even better than you Imagined I would be  I'm on my guard for the rest of the world But with you I know it's no good And I could wait patiently but I really wish you would  Drop everything now Meet me in the pouring rain Kiss me on the sidewalk Take away the pain  'Cause I see, sparks fly whenever you smile Get me with those green eyes, baby As the lights go down Give me something that'll haunt me when you're not around 'Cause I see, sparks fly whenever you smile  I run my fingers through your hair And watch the lights go out Just keep on keeping your eyes on me It's just wrong enough to make you feel right Lead me up the staircase Won't you whisper soft and slow I'm captivated by you baby Like a firework show  Drop everything now Meet me in the pouring rain Kiss me on the sidewalk Take away the pain  'Cause I see, sparks fly whenever you smile Get me with those green eyes, baby As the lights go down Give me something that'll haunt me when you're not around  'Cause I see, sparks fly whenever you smile Sparks fly, baby smile, sparks fly"
2010;0,529;0,67;-4,663;1;0,0303;0,117;0;0,334;0,286;141,893;293026;FALSE;"back to december";3;"Speak Now";"D";"major";"D major";"I'm so glad you made time to see me How's life? Tell me, how's your family? I haven't seen them in a while You've been good; busier than ever We small talk, work and the weather Your guard is up and I know why Cause the last time you saw me Still burns in the back of your mind You gave me roses and I left them there to die  So this is me swallowing my pride, Standing in front of you saying I'm sorry for that night And I go back to December all the time, It turns out freedom ain't nothing but missin' you Wishing that I realized what I had when you were mine And I go back to December, turn around And make it all right I go back to December all the time  These days I haven't been sleepin', Stayin' up playing back myself leavin', When your birthday passed And I didn't call, then I think about summer, All the beautiful times, I watched you laughin' from the passenger side And realized I loved you in the fall And then the cold came, With the dark days when the fear crept into my mind You gave me all your love And all I gave you was goodbye  So this is me swallowing my pride, Standing in front of you saying I'm sorry for that night And I go back to December all the time, It turns out freedom ain't nothing but missin' you Wishing that I realized what I had when you were mine And I go back to December, turn around And change my own mind I go back to December all the time  I miss your tan skin, your sweet smile, So good to me, so right And how you held me in your arms That September night; The first time you ever saw me cry Maybe this is wishful thinking Probably mindless dreaming If we loved again, I swear I'd love you right I'd go back in time and change it but I can't So if the chain is on your door I understand  But this is me swallowing my pride, Standing in front of you saying I'm sorry for that night And I go back to December, It turns out freedom ain't nothing but missin' you Wishing that I realized what I had when you were mine I go back to December, turn around And make it all right I go back to December, turn around And change my own mind I go back to December all the time  All the time"
2010;0,709;0,599;-3,734;1;0,0304;0,095;0;0,0973;0,735;118,975;240760;FALSE;"speak now";4;"Speak Now";"G";"major";"G major";"I am not the kind of girl Who should be rudely bargin' in on a white veil occasion. But you are not the kind of boy Who should be marrying the wrong girl.  I sneak in and see your friends And her snotty little family all dressed in pastels And she is yelling at a brides maid Somewhere back inside a room Wearing a gown shaped like a pastery  This is surely not what you'd thought it would be. I lose myself in a daydream. Better stand and say,  Don't say yes. Run away now. I'll meet you when you're out of the church at the back door. Don't wait or say a single vow. You need to hear me out and they said speak now.  Fun gestures are exchanged And the organ starts to play a song That sounds like a death march And I am hiding in the curtains It seems that I was uninvided by your lovely bride to be.  She floats down the isle like a pageant queen. But I know you wish it was me You wish it was me Don't you?  Don't say yes Run away now I'll meet you when you're out of the church at the back door. Don't wait or say a single vow. You need to hear me out and they said speak now.  Don't say yes Run away now I'll meet you when you're out at the church at the back door Don't wait or say a single vow. Your time is running out and they said speak now.  Oooooh, la la la, oh Oooooh, la la la, oh  I hear the preacher say ""speak now or forever hold your peace"" There's the silence There's my last chance  I stand up with shaky hands All eyes on me Horrified looks from everyone in the room But I'm only looking at you.  I am not the kind of girl, Who should be rudely bargin' in on a white veil occasion. But you are not the kind of boy, Who should be marrying the wrong girl.  So don't say yes Run away now I'll meet you in your alt at the church at the back door Don't wait or say a single vow. You need to hear me out, said speak now.  And you say Lets run away now I'll meet you in an alt in my tux at the back door Hey hey, I didn't say my vow So glad you were around when they said speak now."
2010;0,589;0,47;-5,32;1;0,028;0,166;1,45e-06;0,112;0,102;119,386;403920;FALSE;"dear john";5;"Speak Now";"E";"major";"E major";"Long were the nights when my days once revolved around you Counting my footsteps praying the floor won't fall through again And my mother accused me of losing my mind But I swore I was fine  You paint me a blue sky  and go back and turn it to rain And I lived in your chess game But you changed the rules everyday Wondering which version of you I might get on the phone Tonight Well I stopped picking up and this song is to let you know why  Dear John, I see it all now that you're gone Don't you think I was too young to be messed with The girl in the dress cried the whole way home I should've known  Well maybe it's me and my blind optimism to blame Or maybe it's you and your sick need  to give love then take it away And you'll add my name to your long list of traitors  who don't understand And I'll look back and regret how I ignored when  they said: Run as fast as you can  Dear John, I see it all now that you're gone Don't you think I was too young to be messed with The girl in the dress cried the whole way home Dear John, I see it all now it was wrong Don't you think 19's too young to be played by Your dark twisted games when I loved you so I should've known  You are an expert at sorry And keeping lines blurry Never impressed by me acing your tests All the girls that you've run dry Have tired, lifeless eyes Cause you burned them out But I took your matches before fire could catch me So don't look now I'm shining like fireworks Over your sad empty town  Dear John, I see it all now that you're gone Don't you think I was too young to be messed with The girl in the dress cried the whole way home I see it all now that you're gone Don't you think I was too young to be messed with The girl in the dress wrote you a song You should've known You should've known Don't you think I was too young You should've known"
2010;0,568;0,761;-3,987;1;0,0459;0,452;0;0,217;0,789;163,974;237733;FALSE;"mean";6;"Speak Now";"E";"major";"E major";"You, with your words like knives And swords and weapons that you use against me You, have knocked me off my feet again Got me feeling like I'm nothing You, with your voice like nails on a chalkboard Calling me out when I'm wounded You, pickin' on the weaker man  Well you can take me down With just one single blow But you don't know, what you don't know  Someday, I'll be living in a big old city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean?  You, with your switching sides And your walk by lies and your humiliation You, have pointed out my flaws again As if I don't already see them I walk with my head down Trying to block you out cause I'll never impress you I just wanna feel okay again  I bet you got pushed around Somebody made you cold But the cycle ends right now You can't lead me down that road You don't know, what you don't know  Someday, I'll be, living in a big old city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean?  And I can see you years from now in a bar Talking over a football game With that same big loud opinion but Nobody's listening Washed up and ranting about the same old bitter things Drunk and grumbling on about how I can't sing  But all you are is mean, All you are is mean. And a liar, and pathetic, and alone in life, And mean, and mean, and mean, and mean  But someday, I'll be, living in a big old city And all you're ever gonna be is mean yeah Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so ?  Someday, I'll be, living in a big old city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean?"
2010;0,543;0,818;-3,611;1;0,0398;0,00478;0,000368;0,0357;0,683;139,898;265666;FALSE;"the story of us";7;"Speak Now";"E";"major";"E major";"I used to think one day we'd tell the story of us How we met and sparks flew instantly People would say 'They're the lucky ones'  I used to know my place was a spot next to you Now I'm searching the room for an empty seat 'Cause lately I don't even know what page you're on  Oh A simple complication, miscommunication Has lead to fallout Too many things that I wish you knew So many  walls up I can't break through  Now I'm standing alone in a crowded room And we're not speaking And I'm dying to know Is it killing you like it's killing me? And I don't know what to say Since the twist of fate When it all broke down And the story of us looks a lot like a tragedy now  Next chapter  How'd we end up this way? Se me nervously pulling at my clothes And trying to look busy And you're doing your best to avoid me  I'm starting to think one day I'll tell the story of us How I was losing my mind when I saw you here But you held your pride like you should've held me  Oh I'm scared to see the ending Why are we pretending this is nothing? I'd tell you I miss you but I don't know how I've never heard silence quite this loud  Now I'm standing alone in a crowded room And we're not speaking And I'm dying to know Is it killing you like it's killing me? And I don't know what to say Since the twist of fate When it all broke down And the story of us looks a lot like a tragedy now  This is looking like a contest Of who can act like they care less But I liked it better when you were on my side The battle's in your hands now But I will lay my armor down If you say you'd rather love than fight  So many things that you wish I knew But the story of us might be ending soon  Now I'm standing alone in a crowded room And we're not speaking And I'm dying to know Is it killing you like it's killing me? But I don't know what to say Since the twist of fate And it all broke down And the story of us looks a lot like a tragedy now Now, now  And we're not speaking And I'm dying to know Is it killing you like it's killing me? I don't know what to say Since the twist of fate 'Cause we're going down And the story of us looks a lot like a tragedy now  The End"
2010;0,714;0,305;-8,837;1;0,0305;0,819;0;0,174;0,554;124,91;290466;FALSE;"never grow up";8;"Speak Now";"D";"major";"D major";"Your little hands wrapped around my finger And it's so quiet in the world tonight Your little eyelids flutter cause you're dreaming So I tuck you in and turn on your favorite nightlight  To you, everything's funny You got nothing to regret I'd give all I have, honey If you could stay like that  (Chorus:) Oh darling don't you ever grow up, don't you ever grow up Just stay this little Oh darling don't you ever grow up, don't you ever grow up It could stay this simple I won't let nobody hurt you Won't let no one break your heart No one will desert you Just try to never grow up Never grow up  You're in the car on the way to the movies And you're mortified your mama's dropping you off At 14, there's just so much you can't do And you can't wait to move out Someday and call your own shots  But don't make her drop you off around the block Remember she's getting older too And don't lose the way that you dance around in your PJs getting ready for school  (Chorus:) Oh darling don't you ever grow up, don't you ever grow up Just stay this little Oh darling don't you ever grow up, don't you ever grow up It could stay this simple No one's ever burned you Nothing's ever left you scared Even though you want to, just try to never grow up  Take pictures in your mind of your childhood room Memorize what is sounded like what your dad gets home Remember the footsteps, remember the words said And all your little brother's favorite songs I just realized everything I had is someday gonna be gone  So here I am in my new apartment In a big city, they just dropped me off It's so much colder than I thought it would be So I tuck myself in and turn my nightlight on  Wish I'd never grown up I wish I'd never grown up Oh I don't wanna grow up Wish I'd never grown up Could still be little Oh I don't wanna grow up Wish I'd never grown up It could still be simple  (Chorus:) Oh darling don't you ever grow up, don't you ever grow up Just stay this little Oh darling don't you ever grow up, don't you ever grow up It could stay this simple Won't let nobody hurt you Won't let no one break your heart And even though you want to, please try to never grow up Don't you ever grow up Just never grow up"
2010;0,455;0,623;-3,878;1;0,0288;0,0739;0,000424;0,146;0,208;163,893;352186;FALSE;"enchanted";9;"Speak Now";"G#";"major";"G# major";"There I was again tonight forcing laughter, faking smiles Same old tired, lonely place Walls of insincerity Shifting eyes and vacancy vanished when I saw your face All I can say is it was enchanting to meet you  Your eyes whispered ""have we met?"" Across the room your silhouette Starts to make it's way to me The playful conversation starts Counter all your quick remarks Like passing notes in secrecy And it was enchanting to meet you All I can say is I was enchanted to meet you  This night is sparkling, don't you let it go I'm wonderstruck, blushing all the way home I'll spend forever wondering if you knew I was enchanted to meet you  The lingering question kept me up 2am, who do you love? I wonder till I'm wide awake Now I'm pacing back and forth, wishing you were at my door I'd open up and you would say, It was enchanting to meet you All I know is I was enchanted to meet you  This night is sparkling, don't you let it go I'm wonderstruck, blushing all the way home I'll spend forever wondering if you knew This night is flawless, don't you let it go I'm wonderstruck, dancing around all alone I'll spend forever wondering if you knew I was enchanted to meet you  This is me praying that this was the very first page Not where the story line ends My thoughts will echo your name until I see you again These are the words I held back as I was leaving too soon I was enchanted to meet you Please don't be in love with someone else Please don't have somebody waiting on you Please don't be in love with someone else Please don't have somebody waiting on you  This night is sparkling, don't you let it go I'm wonderstruck, blushing all the way home I'll spend forever wondering if you knew This night is flawless, don't you let it go I'm wonderstruck, dancing around all alone I'll spend forever wondering if you knew I was enchanted to meet you  Please don't be in love with someone else Please don't have somebody waiting on you"
2010;0,516;0,917;-3,186;0;0,0827;0,0139;6,37e-06;0,36;0,635;145,821;217160;FALSE;"better than revenge";10;"Speak Now";"B";"minor";"B minor";"..Now go stand in the corner and think about what you did Ha Time for a little revenge...  The story starts when it was hot and it was summer  And, I had it all; I had him right there where I wanted him  She came along, got him alone, and let's hear the applause  She took him faster than you can say sabotage  I never saw it coming, wouldn't have suspected it  I underestimated just who I was dealing with  She had to know the pain was beating on me like a drum  She underestimated just who she was stealing from   Chorus:  She's not a saint and she's not what you think  She's an actress, Whoa  She's better known for the things that she does  on the mattress, Whoa  Soon she's gonna find  Stealing other people's toys on the playground  Won't make you many friends  She should keep in mind,  She should keep in mind  There is nothing I do better than revenge, Ha   She lives her life like it's a party and she's on the list  She looks at me like I'm a trend and she's so over it  I think her ever present frown is a little troubling  And, she thinks I'm psycho  cause I like to rhyme her name with things, but  Sophistication isn't what you wear, or who you know  or pushing people down to get you where you wanna go  Oh they didn't teach you that in prep school  So it's up to me  But no amount of vintage dresses gives you dignity   Chorus:  She's not a saint and she's not what you think  She's an actress, Whoa  She's better known for the things that she does  on the mattress, Whoa  Soon she's gonna find  Stealing other people's toys on the playground  Won't make you many friends  She should keep in mind,  She should keep in mind  There is nothing I do better than revenge, Ha ha   I'm just another thing for you to roll your eyes at honey  You might have him, but haven't you heard  I'm just another thing for you to roll your eyes at honey  You might have him, but I always get the last word  Whoa   Chorus:  She's not a saint and she's not what you think  She's an actress, Whoa  She's better known for the things that she does  on the mattress, Whoa  Soon she's gonna find  Stealing other people's toys on the playground  Won't make you many friends  She should keep in mind,  She should keep in mind  There is nothing I do better than revenge,   And do you still feel like you know what you're doing,  Cause I don't think you do, Oh  Do you still feel like you know what you're doing  I don't think you do, I don't think you do  Let's hear the applause  C'mon show me how much better you are  See you deserve some applause  Cause you're so much better  She took him faster than you can say sabotage"
